,OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,PropertyName,Address,State,ZipCode,Neighborhood,Latitude,Longitude,ListOfAllPropertyUseTypes,LargestPropertyUseType,SecondLargestPropertyUseType,ThirdLargestPropertyUseType,YearsENERGYSTARCertified,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),LargestPropertyUseTypeGFA,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseTypeGFA,ENERGYSTARScore,SiteEUI(kBtu/sf),SourceEUI(kBtu/sf),SiteEnergyUse(kBtu),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),TotalGHGEmissions,GHGEmissionsIntensity
1293,24701,2016,NonResidential,Other,(ID24701) Showbox SODO,1700 1ST AVE S,WA,98134.0,GREATER DUWAMISH,47.58787,-122.33365,"Office, Other - Entertainment/Public Assembly, Restaurant",Other - Entertainment/Public Assembly,Restaurant,Office,,1935.0,1.0,2.0,20747.0,0.0,20747.0,11815.0,5120.0,3812.0,,49.89999962,134.10000155,1034878.5,0.0,811182.0,223714.0,17.535,0.755
1294,24705,2016,NonResidential,Warehouse,(ID24705) Budget Sales- 1534 1st Ave S,1534 1st Ave S,WA,98101.0,GREATER DUWAMISH,47.58903,-122.33361000000001,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,Office,,,1928.0,1.0,2.0,40800.0,0.0,40800.0,36000.0,4800.0,,,19.15,37.59999962,780935.4375,0.0,341666.0,439276.5,25.71,0.6100000000000001
1295,24708,2016,NonResidential,Small- and Mid-Sized Office,820,820 1st Ave S,WA,98134.0,GREATER DUWAMISH,47.595079999999996,-122.33378,Office,Office,,,,1920.0,1.0,2.0,20150.0,0.0,20150.0,20150.0,,,80.5,28.50000019,89.450001525,573909.0625,0.0,573920.5,0.0,4.005,0.14
1296,24710,2016,NonResidential,Other,1020 building,1020 1st Ave S,WA,98134.0,GREATER DUWAMISH,47.59347,-122.33368999999999,Other,Other,,,,1909.0,1.0,4.0,44775.0,0.0,44775.0,44775.0,,,,20.70000038,43.649999235,928399.3125,0.0,469658.0,458751.5,27.634999999999998,0.595
1297,24711,2016,NonResidential,Small- and Mid-Sized Office,Fobes Building - 558,558 1st Avenue South,WA,98104.0,DOWNTOWN,47.59657,-122.33393999999998,Office,Office,,,,1910.0,1.0,5.0,32250.0,0.0,32250.0,32250.0,,,91.5,24.55000038,68.799998475,792034.6875,0.0,664194.0,127854.0,11.425,0.31
1298,24712,2016,NonResidential,Small- and Mid-Sized Office,Fobes Building - 562,562 1st Avenue South,WA,98104.0,DOWNTOWN,47.59639,-122.33368,Office,Office,,,,1909.0,1.0,7.0,36000.0,0.0,36000.0,31500.0,,,43.5,50.900000765,159.79999845,1602981.4375,0.0,1603013.0,0.0,11.175,0.22
1299,24714,2016,NonResidential,Warehouse,Great Floors,1251 1st Ave S,WA,98111.0,GREATER DUWAMISH,47.59081,-122.33487,"Non-Refrigerated Warehouse, Office, Retail Store",Non-Refrigerated Warehouse,Retail Store,Office,,1938.0,1.0,2.0,41276.0,0.0,41276.0,24300.0,13284.0,3692.0,,55.299999235,98.55000075000001,2282250.0,0.0,800450.0,1481817.0,84.28,2.0
1300,24716,2016,NonResidential,Refrigerated Warehouse,Pacific Commercial,85 South Atlantic St.,WA,98134.0,GREATER DUWAMISH,47.58999,-122.33538999999999,"Other, Refrigerated Warehouse",Refrigerated Warehouse,Other,,,1937.0,0.5,2.0,24430.0,0.0,24430.0,15667.0,8690.0,,,51.949999235,134.25,1265347.4375,0.0,928605.0,336762.5,24.36,0.915
1302,24720,2016,NonResidential,Small- and Mid-Sized Office,Guardian Security Systems,1743 1st Ave S,WA,98134.0,GREATER DUWAMISH,47.586859999999994,-122.33469,Office,Office,,,,1927.0,1.0,1.0,22580.0,0.0,22580.0,22580.0,,,90.0,41.549999235,123.15000155,938779.9375,0.0,858890.5,79907.5,10.235,0.375
1303,24725,2016,NonResidential,Warehouse,Seattle Curtain Mfg Co,104 Twelfth Avenue,WA,98122.0,CENTRAL,47.60192,-122.31641,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,,,,1926.0,1.0,1.0,20000.0,0.0,20000.0,20000.0,,,24.0,32.45000038,46.75,649028.0625,0.0,121726.5,527304.0,28.85,1.43
1304,24726,2016,NonResidential,Warehouse,"Archives, Records and Elections Warehouse",1215 E Fir St,WA,98122.0,CENTRAL,47.60224,-122.31528999999999,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,Office,,,1954.0,1.0,1.0,42000.0,0.0,42000.0,38000.0,4000.0,,,48.84999962,81.500001525,2052444.8125,0.0,606491.5,1445966.0,81.025,1.895
1305,24758,2016,NonResidential,Self-Storage Facility,TRW Building,1120 12th Ave,WA,98122.0,CENTRAL,47.61234,-122.31628,"Parking, Self-Storage Facility",Self-Storage Facility,Parking,,,1962.0,1.0,1.0,24248.0,0.0,24248.0,21018.0,3230.0,,,5.250000095500001,16.45000038,110382.35154999999,0.0,110004.0,381.0,0.785,0.02
1306,24769,2016,NonResidential,Senior Care Community,Aljoya Thornton Place,450 NE 100th St,WA,98133.0,NORTH,47.70178,-122.32352,Senior Care Community,Senior Care Community,,,,2009.0,1.0,6.0,244500.0,32362.5,212137.5,244500.0,,,99.5,46.649999235,105.1,11404180.0,0.0,6566940.0,4837379.5,302.695,1.18
1307,24778,2016,NonResidential,Warehouse,5055 Properties LLC (ID24778),5055 E Marginal Way S,WA,98134.0,GREATER DUWAMISH,47.55608,-122.3388,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,,,,1932.0,1.0,1.0,24617.0,0.0,24617.0,22757.5,,,98.0,4.3999999045,13.900000095,100552.0,0.0,100553.5,0.0,0.7050000000000001,0.02
1308,24780,2016,NonResidential,Other,McKinstry SEA - 210 S Hudson Innovation Center,210 S Hudson St,WA,98134.0,GREATER DUWAMISH,47.55768,-122.33136999999999,"Office, Parking",Parking,Office,,,2009.0,1.0,3.0,127065.0,84710.0,42355.0,84710.0,42355.0,,,77.199999235,242.35000305,3269115.25,0.0,3269183.5,0.0,22.79,0.125
1309,24781,2016,NonResidential,Retail Store,Grainger Branch 756,4930 3rd Ave S,WA,98134.0,GREATER DUWAMISH,47.55772,-122.33017,Retail Store,Retail Store,,,,1964.0,1.0,1.0,37247.0,0.0,37247.0,37247.0,,,71.5,45.550000765,89.050001525,1696837.25,0.0,734123.0,962729.0,56.25,1.4700000000000002
1310,24803,2016,NonResidential,Retail Store,"JG Crown Hill, LLC",8700 15th Ave NW,WA,98117.0,BALLARD,47.69274,-122.37602,Retail Store,Retail Store,,,,1993.0,1.0,1.0,25384.0,0.0,25384.0,23468.0,,,13.5,117.4,285.4499939,2755483.25,0.0,1821066.0,934455.0,62.325,2.3
1311,24822,2016,NonResidential,Small- and Mid-Sized Office,1943 First Avenue,1943 1st Avenue South,WA,98134.0,GREATER DUWAMISH,47.58462,-122.3347,"Office, Retail Store",Office,Retail Store,,,1910.0,0.5,3.0,49052.0,0.0,49052.0,32393.0,10057.0,,93.0,38.95,122.19999925000002,1652456.8125,0.0,1652495.0,0.0,11.52,0.15000000000000002
1312,24823,2016,NonResidential,Warehouse,Millwork Supply,2225 1ST AVE S,WA,98134.0,GREATER DUWAMISH,47.58318,-122.3347,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,,,,1900.0,1.0,2.0,52110.0,0.0,52110.0,32000.0,,,41.0,15.44999962,24.750000380000003,494362.59375,0.0,130991.5,363373.5,20.21,0.38
1314,24830,2016,NonResidential,Small- and Mid-Sized Office,Sodo Commerce Building,66 Hanford St,WA,98134.0,GREATER DUWAMISH,47.57595,-122.33623999999999,"Office, Other",Office,Other,,,1937.0,1.0,2.0,39036.0,0.0,39036.0,27636.0,13611.0,,,35.999999235000004,83.150000765,1482932.375,0.0,896526.0,586425.0,37.394999999999996,0.91
1315,24840,2016,NonResidential,Small- and Mid-Sized Office,KR Trigger Building,3201 1st Ave S,WA,98134.0,GREATER DUWAMISH,47.57529,-122.33475,"Non-Refrigerated Warehouse, Office, Social/Meeting Hall",Office,Non-Refrigerated Warehouse,Social/Meeting Hall,,1923.0,1.0,1.0,26310.0,0.0,26310.0,24000.0,8874.0,1000.0,94.5,22.69999962,60.700000380000006,768209.34375,0.0,597414.5,170808.0,13.235,0.44999999999999996
1316,24857,2016,NonResidential,Retail Store,(ID24857) EMPIRE CENTER,6032 M L KING JR WAY S,WA,98118.0,SOUTHEAST,47.54723,-122.28455,"Retail Store, Supermarket/Grocery Store",Retail Store,Supermarket/Grocery Store,,,1966.0,1.0,1.0,37883.0,0.0,37883.0,28734.0,24813.0,,90.5,214.99999845000002,434.25,11513071.0,0.0,5341857.0,6171323.0,365.0,9.33
1317,24862,2016,NonResidential,K-12 School,Our Lady of Guadalupe School,3401 SW Myrtle St.,WA,98126.0,DELRIDGE,47.53887,-122.37563999999999,K-12 School,K-12 School,,,,1962.0,1.0,3.0,29874.0,0.0,29874.0,31375.0,,,95.0,39.699999235,61.25,1245296.375,0.0,293418.0,951884.5,52.6,1.74
1318,24868,2016,NonResidential,Worship Facility,Magnolia,2415 31st Ave,WA,98199.0,MAGNOLIA / QUEEN ANNE,47.64,-122.39743,"Parking, Worship Facility",Worship Facility,Parking,,,1965.0,1.0,1.0,20140.0,0.0,20140.0,22000.0,0.0,,34.5,45.549999235,59.6,1002096.84375,0.0,124119.0,877980.5,47.495,2.3449999999999998
1319,24876,2016,NonResidential,Self-Storage Facility,Greenwood Self Service Storage,10115 Greenwood Ave N.,WA,98133.0,NORTHWEST,47.70281,-122.35623000000001,Self-Storage Facility,Self-Storage Facility,,,,1990.0,1.0,2.0,71874.0,31389.0,40485.0,71874.0,,,,16.249999619999997,30.149999809999997,1168716.875,0.0,450751.0,717975.0,41.275,0.565
1320,24886,2016,NonResidential,Small- and Mid-Sized Office,RCC,100 23RD AVE S,WA,98144.0,CENTRAL,47.601040000000005,-122.30155,Office,Office,,,,1971.0,1.0,2.0,39953.0,0.0,39953.0,30100.0,,,92.5,50.849999235,133.65,1530603.4375,0.0,1155534.0,375094.0,27.975,0.635
1321,24893,2016,NonResidential,Retail Store,Promenade North 1,306 23rd Ave S,WA,98144.0,CENTRAL,47.60009,-122.3017,"Office, Retail Store",Retail Store,Office,,,1998.0,1.0,2.0,21200.0,0.0,21200.0,14168.0,7032.0,,14.0,80.299999235,252.20000155000002,1702610.25,0.0,1702646.0,0.0,11.870000000000001,0.385
1322,24895,2016,NonResidential,Supermarket / Grocery Store,Promenade South 1,2309 S Jackson St,WA,98144.0,CENTRAL,47.59881,-122.30188999999999,"Other, Supermarket/Grocery Store",Supermarket/Grocery Store,Other,,,1980.0,1.0,1.0,30630.0,0.0,30630.0,28470.0,2442.0,,27.0,203.25,623.7000122,6282997.0,0.0,6068840.5,214282.5,53.69,1.325
1323,24896,2016,NonResidential,Retail Store,Promenade South 2,2309 S Jackson St,WA,98144.0,CENTRAL,47.59881,-122.30188999999999,"Bank Branch, Retail Store",Retail Store,Bank Branch,,,1980.0,1.0,2.0,23421.0,0.0,23421.0,19271.0,4150.0,,23.5,82.45,258.95000155,1931327.1875,0.0,1931367.5,0.0,13.465,0.39
1324,24908,2016,SPS-District K-12,K-12 School,Salmon Bay K-8,1810 NW 65th St.,WA,98117.0,BALLARD,47.6763,-122.38051000000002,K-12 School,K-12 School,,,,1931.0,1.0,3.0,117116.0,0.0,117116.0,117116.0,,,83.5,44.400000765,64.699998475,5200061.25,0.0,1012092.5,4187988.5,229.48000000000002,1.94
1325,24909,2016,NonResidential,Worship Facility,Ballard First Lutheran Church,2006 NW 65th Street,WA,98117.0,BALLARD,47.67628,-122.38238,Worship Facility,Worship Facility,,,,1928.0,1.0,2.0,24120.0,0.0,24120.0,24120.0,,,73.0,34.05,62.349998475,821953.59375,0.0,306820.5,515138.5,29.494999999999997,1.2000000000000002
1326,24911,2016,NonResidential,Worship Facility,Trinity United Methodist Church,6512 23rd Avenue NW,WA,98117.0,BALLARD,47.6764,-122.38502,"Office, Worship Facility",Worship Facility,Office,,,1929.0,1.0,3.0,35736.0,0.0,35736.0,28970.0,6766.0,,89.0,30.999999235,45.40000038,1108541.625,0.0,219319.5,889227.0,48.754999999999995,1.35
1327,24943,2016,NonResidential,Warehouse,24943-60S-E,60 South Spokane Street,WA,98134.0,GREATER DUWAMISH,47.57298,-122.33644,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,,,,1941.0,1.0,1.0,51050.0,0.0,51050.0,49500.0,,,7.5,24.54999981,63.19999962,1215359.875,0.0,886246.0,329134.0,23.66,0.42000000000000004
1328,24948,2016,NonResidential,Retail Store,(ID24948) BARGREEN-ELLINGSON,3627 1ST AVE S,WA,98134.0,GREATER DUWAMISH,47.570440000000005,-122.33475,Retail Store,Retail Store,,,,1954.0,1.0,2.0,21900.0,0.0,21900.0,21900.0,,,39.5,55.15,116.99999844999999,1206839.9375,0.0,619626.5,587227.0,35.504999999999995,1.555
1329,24950,2016,NonResidential,Other,COIN,811 S MASSACHUSETTS ST,WA,98134.0,GREATER DUWAMISH,47.587540000000004,-122.3224,Other,Other,,,,1952.0,1.0,1.0,25460.0,0.0,25460.0,8223.0,,,,106.45,334.2000061,875193.9375,0.0,875213.0,0.0,6.1,0.165
1330,24955,2016,NonResidential,Distribution Center,3420/3430 E. Marginal Way Whse,3420/3430 E. Marginal Way,WA,98134.0,GREATER DUWAMISH,47.57227,-122.33843,Distribution Center,Distribution Center,,,,1952.0,1.0,1.0,40732.0,0.0,40732.0,65164.0,,,99.0,3.249999976,8.6000000475,213137.39844999998,0.0,160973.0,52168.5,3.8950000000000005,0.09
1331,24958,2016,NonResidential,Warehouse,3401 Colorado Ave S. Whse,3401 Colorado Ave. S.,WA,98134.0,GREATER DUWAMISH,47.57339,-122.33735,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,,,,1964.0,1.0,1.0,33462.0,0.0,33462.0,33462.0,,,1.0,52.800000765,165.80000305,1766729.1875,0.0,1766773.5,0.0,12.32,0.22999999999999998
1332,24959,2016,NonResidential,Mixed Use Property,Hanford Center,25 S Hanford St,WA,98134.0,GREATER DUWAMISH,47.57506,-122.33861999999999,"Non-Refrigerated Warehouse, Other, Refrigerated Warehouse",Other,Non-Refrigerated Warehouse,Refrigerated Warehouse,,1952.0,1.0,1.0,35310.0,0.0,35310.0,10471.0,9875.0,8877.0,,52.699999235,107.89999847499999,1539128.375,0.0,735609.5,803537.5,47.805,1.3
1333,24991,2016,NonResidential,Other,DUWAMISH,7000 E MARGINAL WAY S,WA,98108.0,GREATER DUWAMISH,47.540890000000005,-122.32323000000001,Other,Other,,,,1962.0,1.0,3.0,36140.0,0.0,36140.0,34733.0,,,,128.5,403.4000061,4462059.5,0.0,4462146.5,0.0,31.104999999999997,0.61
1334,24994,2016,NonResidential,Other,Ding How Shopping Center,1207 S Jackson St,WA,98144.0,DOWNTOWN,47.598859999999995,-122.31678000000001,"Other - Mall, Parking",Other - Mall,Parking,,,1991.0,1.0,2.0,47963.0,21384.0,26579.0,29640.0,6000.0,,,276.49999694999997,495.55,8195906.0,0.0,2909941.5,5286024.5,301.025,6.145
1335,25000,2016,NonResidential,Warehouse,KLC GROUP LLC,1000 S WELLER ST,WA,98104.0,DOWNTOWN,47.59774,-122.31936,"Non-Refrigerated Warehouse, Worship Facility",Non-Refrigerated Warehouse,Worship Facility,,,1930.0,1.0,1.0,23903.0,0.0,23903.0,18925.0,4500.0,,77.0,17.500000380000003,31.84999962,409582.29689999996,0.0,151027.0,258558.5,14.785,0.605
1336,25001,2016,NonResidential,Self-Storage Facility,Econo Mini Storage,6920 Roosevelt Way NE,WA,98115.0,NORTHEAST,47.67923,-122.31715,Self-Storage Facility,Self-Storage Facility,,,,1947.0,1.0,3.0,22522.0,0.0,22522.0,22522.0,,,,28.649999809999997,42.500000764999996,645504.4375,0.0,133213.5,512293.5,28.14,1.2349999999999999
1337,25002,2016,NonResidential,Self-Storage Facility,Roosevelt Self Storage,6910 Roosevelt Way NE,WA,98115.0,NORTHEAST,47.67905,-122.31697,Self-Storage Facility,Self-Storage Facility,,,,1996.0,1.0,4.0,38959.0,0.0,38959.0,38959.0,,,,26.10000038,57.199999235,1017923.6875,0.0,555369.0,462566.5,28.439999999999998,0.6950000000000001
1338,25025,2016,NonResidential,Warehouse,(ID25025) 1801 Ranier Ave S,1801 Ranier Ave S,WA,98144.0,GREATER DUWAMISH,47.5867,-122.30519,"Non-Refrigerated Warehouse, Office, Other - Services",Non-Refrigerated Warehouse,Other - Services,Office,,1928.0,1.0,2.0,25955.0,0.0,25955.0,14150.0,8745.0,3060.0,,57.400000765,180.29999694999998,1490143.0,0.0,1490179.5,0.0,10.385,0.255
1339,25069,2016,Campus,K-12 School,O'Dea High School,802 Terry Ave.,WA,98104.0,EAST,47.60776,-122.32481000000001,"K-12 School, Parking",K-12 School,Parking,,,1923.0,1.0,4.0,46100.0,0.0,46100.0,46100.0,0.0,,70.5,50.200000380000006,105.84999845,2315938.375,645387.84375,1123094.0,547480.0,86.725,1.83
1340,25115,2016,NonResidential,Worship Facility,Bethel Presbyterian Church,11010 Greenwood Ave N,WA,98133.0,NORTHWEST,47.70901,-122.35498,Worship Facility,Worship Facility,,,,1951.0,1.0,2.0,21936.0,0.0,21936.0,21936.0,,,96.5,27.499999619999997,35.95,603249.6875,0.0,73997.0,529254.5,28.625,1.295
1341,25124,2016,NonResidential,Other,4H Investments,12001 31st AVE NE,WA,98125.0,NORTH,47.7162,-122.2956,"Personal Services (Health/Beauty, Dry Cleaning, etc)","Personal Services (Health/Beauty, Dry Cleaning, etc)",,,,1960.0,1.0,1.0,25406.0,0.0,25406.0,25406.0,,,,92.849999235,249.09999695000002,2359768.0,0.0,1842548.0,517257.0,40.32,1.435
1342,25148,2016,NonResidential,Small- and Mid-Sized Office,EJ and J Pacific,4714 Rainier Ave S,WA,98118.0,SOUTHEAST,47.56029,-122.2858,Office,Office,,,,1967.0,1.0,2.0,23250.0,0.0,23250.0,22014.0,,,53.0,42.399999235,133.15,933480.5,0.0,933500.5,0.0,6.505,0.19
1343,25163,2016,NonResidential,Warehouse,McKinstry SEA - 4800 Denver Warehouse,4800 Denver Ave S.,WA,98134.0,GREATER DUWAMISH,47.55966,-122.33146,"Non-Refrigerated Warehouse, Parking",Non-Refrigerated Warehouse,Parking,,,1960.0,1.0,1.0,30000.0,0.0,30000.0,30000.0,0.0,,27.0,97.249998475,145.04999845,2917363.0,0.0,616085.5,2301291.0,126.52,4.17
1344,25165,2016,Nonresidential COS,Warehouse,SDOT Traffic Shop,4500 Airport Way S,WA,98108.0,GREATER DUWAMISH,47.565220000000004,-122.32205,"Non-Refrigerated Warehouse, Office, Repair Services (Vehicle, Shoe, Locksmith, etc)",Non-Refrigerated Warehouse,"Repair Services (Vehicle, Shoe, Locksmith, etc)",Office,,1962.0,1.0,1.0,45036.0,0.0,45036.0,21110.0,14074.0,6755.0,,44.90000038,96.549999235,1884276.875,0.0,991196.5,893101.0,54.345,1.1600000000000001
1346,25222,2016,NonResidential,Mixed Use Property,Olive 8,737 Olive Way,WA,98101.0,DOWNTOWN,47.61376,-122.33445,"Hotel, Multifamily Housing, Parking",Multifamily Housing,Hotel,Parking,,2009.0,1.0,39.0,1074552.0,112124.0,962428.0,311521.0,303000.0,141450.0,63.5,43.7,116.95000074999999,26845154.0,0.0,20896930.0,5948661.5,461.61,0.39
1347,25250,2016,NonResidential,University,Student Union Building / Royal Brougham Pavilion,315 W. Bertona,WA,98119.0,MAGNOLIA / QUEEN ANNE,47.65019,-122.36173000000001,"College/University, Restaurant",College/University,Restaurant,,,1959.0,1.0,2.0,122679.0,0.0,122679.0,101035.0,2000.0,,,132.0,258.2000061,13595943.5,0.0,5899622.5,7696439.0,449.89,3.57
1348,25251,2016,Campus,University,5th Avenue Master Meter,3307 3rd Ave. W,WA,98119.0,MAGNOLIA / QUEEN ANNE,47.65019,-122.36173000000001,College/University,College/University,,,,1945.0,7.5,2.0,537000.0,0.0,537000.0,533826.0,,,,142.89999845,240.44999389999998,76297118.0,0.0,23087140.5,53210464.5,2986.95,5.47
1349,25268,2016,NonResidential,Small- and Mid-Sized Office,(ID25268) LANDMARK BUILDING,11000 LAKE CITY WAY NE,WA,98125.0,NORTH,47.70868,-122.30089,Office,Office,,,,1980.0,1.0,4.0,23022.0,0.0,23022.0,23022.0,,,79.5,43.749999235000004,122.75000075,1007609.9375,0.0,845689.5,161937.5,14.5,0.5549999999999999
1350,25275,2016,NonResidential,Refrigerated Warehouse,Express Cold Storage,4604 4th Ave S,WA,98134.0,GREATER DUWAMISH,47.56173,-122.32885,"Office, Other, Refrigerated Warehouse",Refrigerated Warehouse,Other,Office,,1967.0,1.0,1.0,27263.0,0.0,27263.0,22000.0,2700.0,2500.0,,90.500001525,284.2500061,2462204.0,0.0,2462254.5,0.0,17.165,0.435
1351,25276,2016,NonResidential,Warehouse,Pedersens Rentals,4500 4th Avenue South,WA,98134.0,GREATER DUWAMISH,47.563179999999996,-122.32888999999999,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,,,,1962.0,1.0,1.0,31569.0,0.0,31569.0,33000.0,,,12.5,87.450001525,141.2,2886451.25,0.0,779169.5,2107297.0,117.35,3.665
1352,25277,2016,NonResidential,Warehouse,Pedersen Party Rentals,4424 4th Ave. S.,WA,98134.0,GREATER DUWAMISH,47.56362,-122.32876,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,,,,1956.0,1.0,1.0,22509.0,0.0,22509.0,22509.0,,,65.0,6.900000047500001,21.59999962,154958.89844999998,0.0,154961.5,0.0,1.08,0.04
1353,25278,2016,NonResidential,Warehouse,(ID25278) 4400 BUILDING,4400 4TH AVE S,WA,98134.0,GREATER DUWAMISH,47.564240000000005,-122.32902,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,Office,,,1956.0,1.0,1.0,39984.0,0.0,39984.0,31184.0,8800.0,,69.5,30.99999962,56.65,1240071.6875,0.0,460820.0,779261.5,44.6,1.09
1355,25325,2016,NonResidential,Worship Facility,All Pilgrims Christian Church,500 Broadway E,WA,98102.0,EAST,47.62322037,-122.32001699999999,Worship Facility,Worship Facility,,,,1906.0,1.0,1.0,26440.0,0.0,26440.0,26440.0,,,90.5,26.750000380000003,46.50000038,707866.59375,0.0,232711.5,475160.0,26.86,1.0
1357,25364,2016,NonResidential,Self-Storage Facility,Seattle Self Storage,1100 Poplar Place S,WA,98144.0,GREATER DUWAMISH,47.592909999999996,-122.31042,Self-Storage Facility,Self-Storage Facility,,,,1956.0,1.0,2.0,28800.0,0.0,28800.0,28800.0,,,,39.85000038,91.2,1147204.3125,0.0,679887.0,467331.0,29.560000000000002,0.9750000000000001
1358,25371,2016,NonResidential,K-12 School,Epiphany School,1802 36TH AVE,WA,98122.0,CENTRAL,47.617909999999995,-122.28594,K-12 School,K-12 School,,,,2009.0,2.5,2.0,28500.0,0.0,28500.0,29800.0,,,91.0,38.650000765,90.6,1149336.0625,0.0,712543.5,436807.5,28.165,0.9299999999999999
1359,25451,2016,NonResidential,Restaurant,Yale Street Landing  and Ocean Alexander,1001 Fairview Ave N,WA,98109.0,LAKE UNION,47.629020000000004,-122.33173000000001,"Office, Restaurant",Restaurant,Office,,,1978.0,1.0,2.0,26519.0,0.0,26519.0,13592.0,12927.0,,,140.1999969,318.2000122,3717064.0,0.0,2170550.0,1546514.0,97.27,3.67
1360,25452,2016,NonResidential,Mixed Use Property,Chandler's Cove - SEDO,901 Fairview Ave. N.,WA,98109.0,LAKE UNION,47.62774,-122.33384,"Other, Parking, Restaurant",Restaurant,Other,Parking,,1988.0,1.0,2.0,34639.0,15402.0,19237.0,23373.0,19659.0,15402.0,,341.0500061,657.8999939,14676278.5,0.0,6173163.0,8503233.0,494.64,13.925
1361,25457,2016,NonResidential,Other,Art Marble 21,731 Westlake Ave N,WA,98109.0,MAGNOLIA / QUEEN ANNE,47.62643,-122.33946,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,,,,1921.0,1.0,2.0,26300.0,0.0,26300.0,26300.0,,,,127.65,253.0,3357094.25,0.0,1497148.0,1859976.0,109.22,4.035
1362,25461,2016,NonResidential,Restaurant,(ID25461) CHINA HARBOR RESTURANT & MARINA,2040 WESTLAKE AVE N,WA,98109.0,LAKE UNION,47.63734,-122.33988000000001,Restaurant,Restaurant,,,,1962.0,0.5,2.0,34072.0,0.0,34072.0,34072.0,,,,191.35000155,360.69999695,6519521.75,0.0,2604684.0,3914890.5,226.07999999999998,6.475
1363,25462,2016,NonResidential,Small- and Mid-Sized Office,1848 Building,1848 Westlake Avenue North,WA,98109.0,LAKE UNION,47.636140000000005,-122.33981999999999,Office,Office,,,,1949.0,1.0,3.0,23355.0,0.0,23355.0,21915.0,,,78.5,37.800000765,118.65000075,828080.6875,0.0,828097.5,0.0,5.775,0.16999999999999998
1364,25464,2016,NonResidential,Small- and Mid-Sized Office,Waterworks Offices + Marina,1818 Westlake Ave N,WA,98109.0,MAGNOLIA / QUEEN ANNE,47.63575,-122.33895,"Office, Restaurant",Office,Restaurant,,,1965.0,1.0,4.0,30840.0,0.0,30840.0,29255.0,1180.0,,32.5,114.40000075,244.95000305,3481709.25,0.0,1817886.0,1663859.5,101.03999999999999,3.155
